academicyear,unitid,instname,state,iclevel,appliedaid02,Average aid,grant07,any_aid_num,any_aid_pct,fed_grant_num,fed_grant_pct,fed_grant_avg_amount,state_grant_num,state_grant_pct,state_grant_avg_amount,inst_grant_num,inst_grant_pct,inst_grant_avg_amount,loan_num,loan_pct,loan_avg_amount,tuitionfee01_tf,totalcompletions_100fte,ft_faculty_per_100fte,actcm25,actcm75
2004,133085,Clearwater Christian College,FL,1,,15135.65584,2330891,154,87,67,38,1656,74,42,1402,96,54,1014,111,62,3315,10390,24.72770107,6.099499597,19,26
2005,133085,Clearwater Christian College,FL,1,,14933.01807,2478881,166,91,72,39,2846,71,39,3647,89,49,3070,93,51,4171,10850,18.31262283,5.632368117,19,25
2006,133085,Clearwater Christian College,FL,1,,18111.21528,2608015,144,97,64,43,2981,89,60,4792,95,64,3149,67,45,7273,11860,20.30792739,5.522331133,20,25
2007,133085,Clearwater Christian College,FL,1,,24677.43182,3257421,132,85,62,40,3171,78,50,4696,105,68,3452,88,57,5644,12500,24.19645644,5.570407238,19,25
2008,133085,Clearwater Christian College,FL,1,,20465.08235,3479064,170,98,64,37,3309,59,34,4867,163,94,3092,78,45,6759,13160,18.19757378,5.372617022,19,25
2009,133085,Clearwater Christian College,FL,1,,26515.86486,3924348,148,99,51,34,4057,55,37,4907,140,93,3609,69,46,6596,14040,21.36100108,5.126640259,19,25
2005,132903,University of Central Florida,FL,1,1410359,18024.34654,97367520,5402,94,1026,18,2912,5057,88,2467,1821,32,1795,1267,22,3236,3179,27.48056033,3.407417099,22,27
2006,132903,University of Central Florida,FL,1,10184665,19028.88826,108312432,5692,94,982,16,2820,5328,88,2538,1802,30,1702,1409,23,3398,3339,28.10608054,3.291874693,22,26
2007,132903,University of Central Florida,FL,1,13807941,19097.9895,116421344,6096,96,963,15,3550,5826,91,2732,2159,34,1677,1365,21,3483,3492,28.11227293,3.273490115,22,27
2008,132903,University of Central Florida,FL,1,17274267,21092.70122,129825576,6155,97,1017,16,3918,5851,92,2858,2062,33,1863,1485,23,4379,3561,28.71666175,3.158504832,23,27
2009,132903,University of Central Florida,FL,1,,21479.96988,127633981,5942,97,1067,17,4322,5676,92,3051,2088,34,2100,1505,24,5474,3948,28.34089812,3.037220691,23,27
2008,132879,Florida Christian College Inc,FL,1,14400,35031.66667,945855,27,100,11,41,2744,12,44,2142,17,63,685,19,70,4382,9550,32.06107027,5.877862883,14,21
2002,132602,Bethune Cookman College,FL,1,2265659,28946.4539,20407250,705,98,543,75,3710,498,69,3430,528,73,5530,613,85,2560,9617,10.78443478,5.296270463,11,22
2003,132602,Bethune Cookman College,FL,1,2257909,34684.90355,20498778,591,97,392,65,3610,361,59,3631,215,35,9875,458,75,2605,9810,14.0901207,5.459419985,11,22
2004,132602,Bethune Cookman College,FL,1,2414452,26816.21918,21533424,803,97,564,68,3596,503,61,3044,216,26,8544,690,83,2605,10106,10.27113247,5.247208981,12,22
2005,132602,Bethune Cookman College,FL,1,2292844,27240.38994,21656110,795,97,543,66,3487,451,55,3183,191,23,9477,615,75,2520,10610,11.65550599,5.429583535,14,17
2006,132602,Bethune-Cookman University,FL,1,2428192,26419.80158,23434364,887,97,698,76,3509,647,71,3808,235,26,9037,862,94,2604,11230,11.40543541,5.049997006,14,17
2007,132602,Bethune Cookman College,FL,1,316526.4375,32330.18247,26931042,833,92,586,65,3444,469,52,2868,216,24,9512,758,84,8978,11792,11.33266875,5.350614865,14,16
2004,132408,The Baptist College of Florida,FL,1,,16467.9697,1630329,99,84,43,36,3200,38,32,1994,81,69,1100,53,45,3314,6050,18.37016664,4.447514028,16,22
2005,132408,The Baptist College of Florida,FL,1,,45786.48649,1694100,37,86,18,42,3085,21,49,1431,30,70,1465,23,53,3327,6500,14.54594601,5.100526523,17,21
2006,132408,The Baptist College of Florida,FL,1,,54203.23333,1626097,30,83,14,39,1486,17,47,1121,25,69,647,11,31,1675,7250,18.60596737,5.146331401,17,24
2007,132408,The Baptist College of Florida,FL,1,,44721.13889,1609961,36,100,11,31,3587,15,42,2817,25,69,1361,18,50,2990,7550,22.68907697,5.364387892,17,24
2008,132408,The Baptist College of Florida,FL,1,,53001.90625,1696061,32,84,13,34,3071,15,39,2400,28,74,1732,20,53,3840,7850,25.07068945,5.717876541,16,22
2002,131520,Howard University,DC,1,1143871,47602.42445,54504776,1145,77,507,34,3411,35,2,671,460,31,9411,793,53,4475,10070,21.72655184,12.57640849,19,28
2003,131520,Howard University,DC,1,720900,57843.76931,59174176,1023,71,415,29,11304,39,3,803,64,4,9604,696,48,2493,10320,21.32657046,12.61478141,20,29
2004,131520,Howard University,DC,1,498246,76879.19175,74572816,970,74,911,70,3288,185,14,901,138,11,8192,940,72,14058,10935,22.89364064,12.36416132,17,28
2005,131520,Howard University,DC,1,,43910.0643,51901696,1182,82,565,39,2210,36,2,824,631,44,8375,1150,80,3271,11645,24.94911259,12.3002611,18,29
2006,131520,Howard University,DC,1,,58464.30049,59925908,1025,73,501,36,3356,64,5,764,626,44,8674,942,67,11712,12295,23.01328597,11.54072953,18,29
2007,131520,Howard University,DC,1,,83656.56713,77884264,931,61,530,35,3349,154,10,1174,213,14,4321,623,41,12168,12985,23.4108637,13.19913251,20,29
2008,131520,Howard University,DC,1,,51824.79313,60375884,1165,80,603,42,3319,4,0,3348,558,38,10638,1042,72,12971,14020,25.07565356,15.41424421,20,28
2002,131496,Georgetown University,DC,1,13243008,71371.95939,56241104,788,53,197,13,5670,30,2,692,615,41,14396,560,38,4433,25425,32.46388603,8.707979775,28,32
2003,131496,Georgetown University,DC,1,14264000,75727.83251,61491000,812,55,188,13,5918,31,2,551,653,44,15176,544,37,5594,26853,33.29343788,9.124000184,27,32
2004,131496,Georgetown University,DC,1,16197000,85183.62283,68658000,806,54,195,13,4812,25,2,662,648,43,17457,531,35,4827,28209,33.76467413,9.407436204,26.828125,31.96875
2005,131496,Georgetown University,DC,1,17431000,98382.92367,76050000,773,51,187,12,6399,32,2,634,702,46,18150,557,37,4615,30163,34.28181082,9.019544627,27,32
2006,131496,Georgetown University,DC,1,19573000,106730.9645,84104000,788,52,218,14,4962,22,1,552,706,46,20760,516,34,5728,32024,33.79435641,9.11501725,27,32
2007,131496,Georgetown University,DC,1,21317000,126215.847,92390000,732,46,218,14,4962,22,1,552,706,44,20760,516,32,5728,33934,33.42726831,9.108949559,27,32
2008,131496,Georgetown University,DC,1,23530000,111973.8277,102680000,917,58,227,14,5488,27,2,651,707,45,22930,474,30,6041,35964,33.26451246,9.094106203,29,33
2009,131496,Georgetown University,DC,1,26105000,125123.0769,113862000,910,58,212,13,4665,34,2,862,688,44,26248,493,31,6727,37947,35.1030639,9.089378196,28,32
2004,131450,Gallaudet University,DC,1,,35496.35754,6353848,179,76,89,38,3147,136,58,8570,135,57,5037,65,28,3299,10330,19.24863427,15.3721732,14,18
2005,131450,Gallaudet University,DC,1,,30562.64467,6020841,197,87,91,40,3168,164,72,10474,143,63,4508,73,32,4460,11255,20.48934208,15.38123436,14,18
2006,131450,Gallaudet University,DC,1,,22149.72917,5315935,240,86,88,31,3297,188,67,10294,177,63,5216,82,29,5330,11610,19.9096177,15.24026111,14,18
2007,131450,Gallaudet University,DC,1,,29661.2043,5516984,186,89,66,32,3365,137,66,10845,132,63,5198,63,30,4755,12260,21.11706438,15.17338103,14,18
2008,131450,Gallaudet University,DC,1,,39620.3961,6101541,154,89,65,37,3646,124,71,10706,113,65,5503,54,31,3550,12360,25.07322262,16.12942065,14,19
2002,131308,Corcoran College of Art and Design,DC,1,,4123.254386,1410153,342,85,97,24,2997,23,6,1517,271,67,3900,248,61,8218,17000,24.89016079,9.727189276,18,23
2003,131308,Corcoran College of Art and Design,DC,1,,41303.77273,1817366,44,76,16,28,2794,4,7,1393,43,74,8210,44,76,6435,18700,17.05648071,6.948936584,20,24
2004,131308,Corcoran College of Art and Design,DC,1,,37495.59615,1949771,52,100,30,58,2893,3,6,580,32,62,6622,35,67,5383,19900,25.81357112,5.515720325,18,22
2005,131308,Corcoran College of Art and Design,DC,1,,31258.84932,2281896,73,95,36,47,3053,2,3,1300,48,62,8096,49,64,5447,21300,23.81910883,4.866340419,18,20
2006,131308,Corcoran College of Art and Design,DC,1,,59822.90244,2452739,41,77,11,21,4416,1,2,2000,40,75,8523,38,72,4403,22800,22.69208963,4.217114002,20,22
2007,131308,Corcoran College of Art and Design,DC,1,,37482.94872,1461835,39,100,16,41,4898,6,15,3308,39,100,8493,39,100,6096,24489,14.52676311,3.345300188,14,23
2008,131308,Corcoran College of Art and Design,DC,1,,38014,1368504,36,63,7,12,3500,2,4,5750,32,56,8481,31,54,8576,26090,17.97970235,3.563544611,16,28
2004,131283,Catholic University of America,DC,1,,50752.33333,32278484,636,98,71,11,3368,13,2,993,614,95,9594,421,65,4873,23250,27.11189064,7.184223388,21,28
2005,131283,Catholic University of America,DC,1,,49872.58192,35309788,708,98,82,11,3615,45,6,1313,685,95,9330,460,64,5874,24750,28.67096178,6.768468677,22,28
2006,131283,Catholic University of America,DC,1,,50347.61608,38818012,771,98,74,9,3725,33,4,1086,761,97,10477,484,62,6069,26000,28.37645324,6.888849623,21,27
2007,131283,Catholic University of America,DC,1,,47935.70651,40505672,845,99,77,9,4993,28,3,873,833,97,12098,544,64,6527,27440,29.79071421,6.910484184,21,27
2008,131283,Catholic University of America,DC,1,,54507.00362,45131799,828,96,85,10,5807,2,0,5000,823,95,12047,556,64,11456,28990,26.72116335,6.56209744,22,27
2003,131159,American University,DC,1,,51215.29175,50908000,994,76,147,11,3017,63,5,802,765,59,13967,723,55,7740,23455,32.66961492,5.987419396,24,29
2004,131159,American University,DC,1,,57215.86345,56987000,996,81,141,11,3614,55,4,859,751,61,15566,702,57,8596,24839,33.70829991,5.712726184,25,29
2005,131159,American University,DC,1,,64750.75988,63909000,987,82,180,15,3594,47,4,719,755,63,16090,657,54,8494,26307,36.12463306,5.503305925,25,29
2006,131159,American University,DC,1,,67596.6634,68881000,1019,84,157,13,2966,52,4,829,736,61,16753,682,56,9139,28019,35.94342435,5.788914833,26,30
2007,131159,American University,DC,1,,61098.50484,69469000,1137,82,141,10,3420,82,6,792,816,59,16410,725,52,10724,29673,36.39459896,5.871202526,25,30
2008,131159,American University,DC,1,,75089.97955,73438000,978,76,154,12,4538,62,5,943,811,63,17145,644,50,9929,31425,36.02636658,5.852362821,25,30
2002,130943,University of Delaware,DE,1,981000,20211.87354,51782820,2562,77,378,11,2909,617,19,2786,1758,53,4105,1474,44,3182,5290,22.88552987,5.586902685,22,26
2003,130943,University of Delaware,DE,1,863154,21022.51796,56172168,2672,79,398,12,2846,528,16,3123,1880,55,4307,1546,45,3132,5640,23.86327911,5.617660922,22,27
2004,130943,University of Delaware,DE,1,766094,22142.1704,59252448,2676,78,446,13,2754,538,16,3346,1777,52,4711,1574,46,3120,6498,22.23082397,5.595691727,24,28
2005,130943,University of Delaware,DE,1,728759,24383.84365,63007852,2584,75,386,11,2635,521,15,4036,1757,51,4788,1510,44,3113,6954,23.2662163,5.025129919,24,28
2006,130943,University of Delaware,DE,1,833611,25156.61574,66187056,2631,69,296,8,2969,401,10,3263,1844,48,5512,1522,40,3067,7318,24.44335548,5.627510442,24,29
2007,130943,University of Delaware,DE,1,951418,28500.49552,69940216,2454,69,237,7,3092,311,9,3400,1195,34,5487,1860,52,3035,7740,24.52855261,5.98871984,23,28
2008,130943,University of Delaware,DE,1,1291074,32397.18353,75906601,2343,60,340,9,3704,361,9,3334,1445,37,6947,1893,48,6379,8150,24.52934922,5.968042491,23.390625,28.375
2009,130943,University of Delaware,DE,1,1115558,29472.16977,80724273,2739,71,312,8,4084,622,16,3434,1188,31,6307,1801,47,7246,8646,25.08765271,5.909512458,24,29
2005,130934,Delaware State University,DE,1,,17756.53978,11381942,641,93,345,50,3086,166,24,3517,145,21,5149,516,75,8470,4976,15.47667303,6.373348426,13,17
2006,130934,Delaware State University,DE,1,,16336.75,13200094,808,91,459,52,2996,249,28,2413,207,23,5406,655,74,7536,5810,15.92044655,5.467021268,14,17
2007,130934,Delaware State University,DE,1,,19932.36267,14949272,750,92,372,45,3292,217,27,2594,300,37,4667,12,1,7331,5746,16.3169816,5.51897907,14,18
2008,130934,Delaware State University,DE,1,,22513.4255,16772502,745,93,372,47,3460,101,13,3463,3,0,2635,651,81,11904,6146,17.99761047,6.260038425,15,20
2009,130934,Delaware State University,DE,1,,24214.53598,16490099,681,94,362,50,3857,237,33,3356,224,31,5768,590,82,14423,6481,20.03401826,6.357544494,15,20
2002,130697,Wesleyan University,CT,1,,94538.46154,28267000,299,41,81,11,4630,23,3,1327,268,37,18445,262,36,2970,27100,26.85914036,10.13736972,28,32
2003,130697,Wesleyan University,CT,1,,94136.64596,30312000,322,45,77,11,4661,130,18,2691,299,42,19078,298,42,3104,28320,27.58556316,10.68660174,29,32
2004,130697,Wesleyan University,CT,1,,101345.8213,35167000,347,49,92,13,5361,166,23,4236,329,46,21542,299,42,2878,29998,28.17889311,10.88128619,29,32
2005,130697,Wesleyan University,CT,1,,110813.4557,36236000,327,45,67,9,4856,126,17,3309,313,43,21424,306,42,2981,31650,27.58432598,10.6448642,27.43359375,31.69140625
2006,130697,Wesleyan University,CT,1,,120117.6471,36756000,306,43,80,11,4928,100,14,4059,288,41,23538,282,40,2840,33190,28.06209885,10.67937017,28,32
2007,130697,Wesleyan University,CT,1,,116350.6098,38163000,328,46,79,11,6118,120,17,4193,284,39,24107,316,44,3154,34844,26.98148869,10.54862523,28,32
2008,130697,Wesleyan University,CT,1,,106813.3333,40055000,375,51,89,12,5723,126,17,4663,312,43,26015,323,44,4122,36806,27.17989242,10.55372167,28,32
2004,130590,Trinity College,CT,1,,97146.70647,19526488,201,37,40,7,3980,50,9,3257,181,33,19455,171,31,2980,30230,25.57082979,9.250053958,24,29
2005,130590,Trinity College,CT,1,,98460.44749,21562838,219,38,50,9,3932,65,11,2706,179,31,22284,162,28,3982,31940,23.96825294,8.857283103,25,29
2006,130590,Trinity College,CT,1,,109503.0364,24090668,220,38,70,12,4489,44,8,3343,200,35,24638,157,27,4194,33630,24.9050745,8.390479644,25,29
2007,130590,Trinity College,CT,1,,101642.7698,28256690,278,46,67,11,4410,48,8,3122,231,38,27636,178,29,5569,35130,24.12119525,8.023148617,27,29
2008,130590,Trinity College,CT,1,,131570.3621,31971598,243,42,58,10,4770,35,6,5149,206,36,28525,170,30,4660,36870,25.4743345,7.741775679,26,29
2007,130314,Saint Joseph College,CT,1,,65732.82443,8611000,131,98,40,30,3533,70,53,4817,127,95,10610,112,84,5739,23490,31.38103374,6.218848188,17,22
2005,130253,Sacred Heart University,CT,1,452635,31227.40153,24419828,782,89,110,13,3373,157,18,3290,765,87,7066,657,75,2660,21990,32.96388736,3.912072914,19,24
2002,130226,Quinnipiac University,CT,1,5878672,29512.16234,26177288,887,75,110,9,4025,145,12,5472,748,64,6666,747,64,4882,18840,25.1461123,4.512977771,19,24
2003,130226,Quinnipiac University,CT,1,6701143,27900.42857,30076662,1078,80,143,11,4447,161,12,4316,915,68,7934,855,63,4159,19890,26.29504896,4.159056628,20,24
2004,130226,Quinnipiac University,CT,1,7562715,31752.39061,33816296,1065,81,115,9,3517,123,9,4516,941,71,7913,853,65,6721,21120,27.64748747,4.212221083,20,24
2005,130226,Quinnipiac University,CT,1,8153005,33980.63594,36121416,1063,80,103,8,4438,92,7,5077,933,70,8369,878,66,7202,22500,28.18295819,3.968114349,21,25
2006,130226,Quinnipiac University,CT,1,9286495,36857.00746,39510712,1072,79,114,8,4096,89,7,5631,951,70,9810,866,64,8467,24340,29.08312207,3.927720609,20,25
2007,130226,Quinnipiac University,CT,1,10615124,37775.47478,43441796,1150,81,106,7,4397,115,8,5557,1038,73,10299,877,62,9279,26280,29.44345385,4.088752897,21,25
2008,130226,Quinnipiac University,CT,1,11693070,44536.63128,47832342,1074,79,121,9,4839,132,10,6240,970,71,11538,821,61,9507,28720,28.41880326,4.405666326,22,25
2005,129774,Mitchell College,CT,1,,24898.05556,4929815,198,88,73,32,3342,91,40,2133,197,87,6768,153,68,3734,19030,20.51225596,4.064704805,15,17
2008,129686,Lyme Academy College of Fine Arts,CT,1,,46071.09091,506782,11,100,1,9,5510,2,18,1000,10,91,4900,7,64,4643,20064,14.48432031,6.336890136,15,24
2003,129525,University of Hartford,CT,1,,31182.70488,40256872,1291,97,208,16,3224,152,11,3446,1258,95,8550,854,64,6416,21550,28.47170397,5.45044531,19,25
2004,129525,University of Hartford,CT,1,,31081.55412,43358768,1395,97,223,15,2977,161,11,3166,1335,93,9365,937,65,3131,22470,26.67284375,5.375007678,20,24
2005,129525,University of Hartford,CT,1,,35011.3676,44954596,1284,97,244,19,2225,158,12,3175,1243,94,9602,877,67,2423,23480,27.86862713,5.241615559,20,25
2006,129525,University of Hartford,CT,1,,35602.14968,49949816,1403,96,246,17,2243,189,13,4064,1368,94,10870,1018,70,2476,24596,28.15760049,5.405327915,19,27
2007,129525,University of Hartford,CT,1,,39674.0951,56733956,1430,98,213,15,3659,187,13,4473,1248,85,11031,905,62,7276,25766,28.75913123,5.449263298,20,24
2008,129525,University of Hartford,CT,1,,44051.78571,61055775,1386,95,270,19,2185,202,14,2422,611,42,3972,1016,70,6277,26996,25.79212499,5.483494428,16,23
2003,129242,Fairfield University,CT,1,,39184.74576,23119000,590,72,64,8,2623,111,14,3798,461,57,11444,469,58,6601,24555,28.46962813,5.129016781,26,31
2004,129242,Fairfield University,CT,1,,45401.10906,24562000,541,69,59,7,3592,103,13,3438,437,55,11014,512,65,2772,26585,31.7209469,5.254831597,24.93359375,28.0703125
2005,129242,Fairfield University,CT,1,,38467.51534,25080820,652,76,53,6,2646,351,41,4074,507,59,11378,442,52,8236,28415,28.86744937,5.301800546,25,27
2006,129242,Fairfield University,CT,1,,39745.39877,25914000,652,69,67,7,3780,35,4,1482,538,57,12774,267,28,1600,30235,27.38879469,5.249130157,23,27
2007,129242,Fairfield University,CT,1,,48477.91798,30735000,634,71,86,10,4395,30,3,1800,559,62,18384,427,47,3474,31955,28.66608975,5.406267737,22.640625,27.1328125
2008,129242,Fairfield University,CT,1,,61892.98246,35279000,570,68,182,22,2611,36,4,1810,493,59,17440,466,55,9082,33905,29.17023903,5.658836955,23,28
2002,128902,Connecticut College,CT,1,,69527.77073,14253193,205,41,29,6,4369,42,8,3131,171,34,17522,157,31,2887,33585,24.37478673,8.638468436,32,34
2005,128902,Connecticut College,CT,1,,67826.6129,16821000,248,50,55,11,4627,46,9,2569,212,43,22357,193,39,3641,39975,22.88047259,9.779447701,25,29
2006,128902,Connecticut College,CT,1,,80287.03704,17342000,216,44,42,9,5261,31,6,4115,175,36,22523,161,33,3996,41975,25.71813147,10.34139602,25.4765625,28.82421875
2006,128498,Albertus Magnus College,CT,1,,16594.73743,2970458,179,96,64,34,3075,95,51,5073,81,44,5287,149,80,5367,17886,36.20960835,1.692916754,17,18
2007,128498,Albertus Magnus College,CT,1,,18126.56805,3063390,169,99,66,39,3056,76,45,5512,84,49,5403,129,76,6945,19540,43.2283413,1.797818305,19.421875,20.20703125
2008,128498,Albertus Magnus College,CT,1,,31193.72581,3868022,124,98,42,33,3302,72,57,6156,77,61,5566,107,84,6814,21074,36.77664481,1.982287238,20,22
2002,128391,Western State College of Colorado,CO,1,,8731.175573,3431352,393,67,112,19,1166,156,27,719,177,30,971,261,45,2542,2403,19.49859376,4.749072017,19,23
2003,128391,Western State College of Colorado,CO,1,,8543.481043,3605349,422,70,138,23,2525,142,23,1556,166,27,1442,314,52,3589,2479,20.91006733,4.387979868,18,23
2004,128391,Western State College of Colorado,CO,1,309739,7601.448065,3732311,491,79,159,26,2412,115,19,1404,233,38,1279,340,55,3629,2564,18.80126183,4.25110116,18,23
2005,128391,Western State College of Colorado,CO,1,296508,10126.88451,3595044,355,73,102,21,2596,89,18,1681,195,40,1770,242,50,4823,2764,22.35250213,4.977464392,18,23
2006,128391,Western State College of Colorado,CO,1,366199,10209.979,3890002,381,75,98,19,2646,67,13,1563,313,61,2115,245,48,5362,3138,22.04212506,4.887805983,18,23
2007,128391,Western State College of Colorado,CO,1,,9064.397094,3743596,413,81,117,23,2723,77,15,1686,337,66,2540,256,50,3953,3349,22.41467838,5.205218982,18,23
2008,128391,Western State College of Colorado,CO,1,,9893.635468,4016816,406,83,121,25,3178,107,22,1652,338,69,2795,271,56,4683,3586,22.11635246,5.642440718,19,23
2002,128106,Colorado State University-Pueblo,CO,1,962858,26233.53754,8735768,333,53,169,27,1607,153,24,1634,78,12,1346,213,34,2793,2450,18.35638288,4.257564091,17,22
2003,128106,Colorado State University-Pueblo,CO,1,1326665,21319.70543,11000968,516,81,232,37,2615,240,38,1742,197,31,1446,302,48,1932,2620,16.94673596,3.40367025,17,22
2004,128106,Colorado State University-Pueblo,CO,1,755609,18850.93223,10292609,546,80,242,35,2266,238,35,2319,233,34,2024,322,47,2298,2364,18.90995492,3.791126227,18,23
2005,128106,Colorado State University-Pueblo,CO,1,1699858,21047.16292,11239185,534,82,305,47,3096,155,24,1853,192,29,2008,379,58,4862,3189,17.47805971,3.588746669,17,21
2006,128106,Colorado State University-Pueblo,CO,1,1009187,20404.65273,11222559,550,90,227,37,3159,167,27,2422,236,39,2698,383,63,5624,3555,18.66299708,3.81064885,17.5546875,21.6328125
2007,128106,Colorado State University-Pueblo,CO,1,400873,20815.80626,10636877,511,80,226,35,3461,154,24,2347,227,35,2797,328,51,5403,3947,18.36228695,3.8669076,18,22
2008,128106,Colorado State University-Pueblo,CO,1,878879,24615.10901,11741407,477,78,219,36,3621,257,42,4020,197,32,795,317,52,4741,4156,18.76844308,3.753688616,18,23
2002,127918,Regis University,CO,1,,49566.50338,14671685,296,87,38,11,5562,38,11,7415,280,82,6737,150,44,4964,18570,42.64163061,3.157230456,20,26
2003,127918,Regis University,CO,1,,54263.63158,16496144,304,89,62,18,4384,53,16,5938,296,87,8155,163,48,4578,19550,43.78380531,2.858329076,21,26
2004,127918,Regis University,CO,1,,46861.46381,17479326,373,97,67,17,3966,60,16,5178,369,96,8541,195,51,5026,20900,35.7569374,2.359983382,20,25
2005,127918,Regis University,CO,1,,50500.96658,19644876,389,100,73,19,4716,60,15,6128,354,91,8152,213,55,5076,22400,38.56735692,2.625330617,20,26
2006,127918,Regis University,CO,1,,55771.72093,21583656,387,61,64,10,4186,55,9,6229,353,56,9858,184,29,4775,23700,41.78708321,2.770624046,21,26
2007,127918,Regis University,CO,1,,59180.19598,23553718,398,63,76,12,5105,61,10,6262,386,61,10035,203,32,5011,25200,43.07240175,2.786870168,21,27
2008,127918,Regis University,CO,1,,67942.16923,26497446,390,60,74,11,5999,63,10,4994,386,59,12634,196,30,6108,26800,43.65968519,2.860146891,18,24
2002,127741,University of Northern Colorado,CO,1,1059662,7479.371121,11809927,1579,75,350,17,2440,440,21,2253,541,26,1177,891,42,3211,2842,22.16788009,4.023025779,19,25
2003,127741,University of Northern Colorado,CO,1,1028529,8473.115942,12277545,1449,75,315,16,2591,349,18,2348,567,29,1253,817,42,3396,694,23.24137644,3.916632474,19,25
2004,127741,University of Northern Colorado,CO,1,970805,7721.389561,12130303,1571,74,310,15,2586,276,13,2247,611,29,1518,1030,49,3676,3242,23.51079368,3.678971765,20,25
2005,127741,University of Northern Colorado,CO,1,968077,7000.591349,12300039,1757,73,395,16,2533,370,15,2411,494,20,1582,1086,45,3650,3370,24.74569701,3.352615761,20,25
2006,127741,University of Northern Colorado,CO,1,2172379,8671.983167,16485440,1901,77,365,15,2597,230,9,2675,793,32,2331,1164,47,3747,3837,22.54358136,3.345986101,19,24
2007,127741,University of Northern Colorado,CO,1,1995054,9461.174901,16661129,1761,71,385,15,2907,420,17,2381,791,32,2391,1143,46,3930,3950,22.6824192,3.821820538,20,24
2008,127741,University of Northern Colorado,CO,1,2431228,10936.26896,18744765,1714,78,607,28,2123,737,34,2128,8,0,1219,1183,54,7751,4313,24.08297045,3.94921043,20,24
2009,127741,University of Northern Colorado,CO,1,2882407,12404.01745,22029535,1776,85,384,18,3597,444,21,2710,1417,68,2303,1069,51,5475,4680,23.84523185,4.231350712,20,25
2002,127565,Metropolitan State College of Denver,CO,1,,19898.80283,16854286,847,49,400,23,2702,343,20,1890,129,7,3484,452,26,3062,3163,15.81467686,3.274533834,16,21
2003,127565,Metropolitan State College of Denver,CO,1,,22275.27335,19557690,878,49,426,24,2909,345,19,1647,63,4,3407,512,29,3188,3315,14.85014306,2.385809116,16,21
2004,127565,Metropolitan State College of Denver,CO,1,,22545.41788,21688692,962,53,496,27,2964,321,18,1810,93,5,2347,641,35,3217,2565,14.35745784,2.546441881,17,22
2005,127565,Metropolitan State College of Denver,CO,1,,22301.09126,23215436,1041,53,575,29,2638,272,14,1730,150,8,1824,630,32,3206,2598,14.45578382,2.349417795,17,23
2006,127565,Metropolitan State College of Denver,CO,1,,23692.43802,22934280,968,50,508,26,3161,284,15,1367,92,5,3368,639,33,3522,2745,15.40195236,2.694091505,17,22
2007,127565,Metropolitan State College of Denver,CO,1,,23590.70281,24369196,1033,55,491,26,3158,388,21,1836,195,10,2383,642,34,3551,2836,15.75089968,2.874068547,17,22
2008,127565,Metropolitan State College of Denver,CO,1,,23509.79692,25931306,1103,52,516,24,3135,585,28,1378,253,12,70,712,34,5206,3033,15.6065597,3.067326985,18,23
2009,127565,Metropolitan State College of Denver,CO,1,,25284.87939,31656669,1252,60,565,27,3844,648,31,1470,329,16,1341,793,38,5097,3241,15.59982802,3.110321196,18,23
2002,127556,Mesa State College,CO,1,395612,12062.54331,7659715,635,68,347,37,2327,129,14,644,24,3,1263,394,42,2152,2288,15.23906739,4.605090438,17,23
2003,127556,Mesa State College,CO,1,493593,12159.2777,8669565,713,71,279,28,2473,158,16,1350,147,15,1867,507,50,2116,2373,13.97585326,3.808505471,17,23
2004,127556,Mesa State College,CO,1,,13535.16348,9190376,679,65,340,33,2870,157,15,1338,59,6,1625,470,45,3377,2514,13.42545639,4.181363517,17,23
2005,127556,Mesa State College,CO,1,,10168.86477,8948601,880,74,406,34,2792,226,19,1428,171,14,1945,552,46,4042,2724,15.48311441,3.632215763,17,23
2006,127556,Mesa State College,CO,1,,9941.269807,9285146,934,81,464,40,2695,337,29,1409,136,12,1355,560,49,2320,3080,17.38084193,4.000506634,18,23
2007,127556,Mesa State College,CO,1,,10755.46659,9497077,883,78,353,31,2672,112,10,2981,163,14,2035,558,49,3307,3644,16.26126717,4.005780448,18,23
2008,127556,Mesa State College,CO,1,80403,12205.17195,10789372,884,73,347,29,3190,368,30,1768,305,25,1978,579,48,4775,4064,17.26586803,4.326166934,17,22
2002,127185,Fort Lewis College,CO,1,852221,25902.61327,11319442,437,40,283,26,2425,163,15,1657,128,12,2392,375,34,2602,2520,16.93786322,3.753411485,17,22
2003,127185,Fort Lewis College,CO,1,898089,20899.37584,12456028,596,56,432,41,1463,301,28,2809,122,11,1200,199,19,2419,2632,17.51036604,3.680512419,17,23
2004,127185,Fort Lewis College,CO,1,946669,21203.55863,13018985,614,67,239,26,3573,273,30,5609,128,14,1828,353,39,3298,2789,17.19645204,4.594088646,18,23
2005,127185,Fort Lewis College,CO,1,817660,21787.69029,14140211,649,68,227,24,3048,249,26,5938,211,22,2338,370,39,2981,3060,17.50414962,4.400110901,18,23
2006,127185,Fort Lewis College,CO,1,502303,24760.56885,15103947,610,69,212,24,3450,203,23,7180,260,29,2547,342,39,3335,5692,17.27782134,5.034947935,18,23
2007,127185,Fort Lewis College,CO,1,723984,24596.49672,15003863,610,69,221,25,3112,237,27,7679,283,32,2516,342,39,3528,5973,15.836503,4.686312113,18,23
